strain	cluster	depth	ORF1b_misStops	ORF1b_deletions	ORF1b_koType
USA/WA-CDC-UW23030730030/2023	1253	2	None	20041:20117	bigDeletion
USA/MS-UMMC-M32H6-538970/2023	1254	2	None	20251:20381	bigDeletion
USA/WA-CDC-UW23022578838/2023	1255	2	None	19877:20117	bigDeletion
USA/WA-CDC-UW23022484834/2023	1256	2	None	15336:15366	bigDeletion
USA/WA-CDC-LC1017973/2023	1257	2	None	21121:21163	bigDeletion
USA/WA-PHL-032725/2023	1258	2	None	14717:14756	bigDeletion
PuertoRico/PR-CVL-012871/2023	1259	2	None	20676:21191	bigDeletion
USA/MD-HP45206-PIDKPUXVRU/2023	1260	2	None	19623:19911	bigDeletion
USA/WA-CDC-UW23022669431/2023	1261	2	None	19877:19942	bigDeletion
USA/WA-CDC-UW23021639508/2023	1262	2	None	19877:20117	bigDeletion
USA/WA-CDC-UW23022444398/2023	1262	2	None	19877:20117	bigDeletion
USA/WA-CDC-UW23020309459/2023	1263	2	None	15336:15462	bigDeletion
USA/WA-CDC-UW23020304824/2023	1263	2	None	15336:15462	bigDeletion
USA/WA-CDC-UW23022308774/2023	1264	2	None	19963:20117	bigDeletion
USA/WA-PHL-032731/2023	1265	2	None	19877:19966	bigDeletion
USA/WA-CDC-LC1035103/2023	1266	2	None	19016:19179	bigDeletion
USA/WA-CDC-UW-76410/2023	1267	2	None	19877:20117	bigDeletion
USA/WA-CDC-LC1024856/2023	1268	2	None	21120:21222	bigDeletion
USA/WA-CDC-UW23030783205/2023	1269	2	None	19877:19917	bigDeletion
USA/WA-CDC-UW23022617233/2023	1269	2	None	19877:19917	bigDeletion
USA/WA-CDC-UW23022879870/2023	1270	2	None	19877:20065	bigDeletion
USA/WA-UW-22122845734/2022	1271	2	None	14477:14570	bigDeletion
USA/WA-CDC-UW23030542956/2023	1272	2	None	15371:15411	bigDeletion
USA/WA-CDC-UW23022512013/2023	1273	2	None	19877:20117	bigDeletion
USA/WA-CDC-UW-34601/2023	1274	2	None	19252:19383	bigDeletion
USA/WA-CDC-UW20206/2023	1275	2	None	14477:14570	bigDeletion
USA/WA-CDC-UW03498/2023	1275	2	None	14477:14570	bigDeletion
USA/WA-CDC-UW23022256092/2023	1276	2	None	19982:20028	bigDeletion
USA/WA-CDC-UW23021650045/2023	1277	2	None	19877:19935	bigDeletion
USA/WA-CDC-UW23030153353/2023	1278	2	None	19961:20065	bigDeletion
USA/WA-CDC-UW23031174045/2023	1279	2	None	15336:15557	bigDeletion
USA/WA-CDC-UW23020205763/2023	1280	2	None	17997:18267	bigDeletion
USA/WA-CDC-UW23020568008/2023	1281	2	None	15336:15466	bigDeletion
USA/WA-CDC-LC1029158/2023	1282	2	None	17155:17199	bigDeletion
